codigo_tuss,descricao,grupo,subgrupo,capitulo,vigencia_inicio,vigencia_fim
001960,ODONTOLOGIA 1960,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001961,CONSULTAS 1961,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001962,EXAMES 1962,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001963,TERAPIAS 1963,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001964,CIRURGIAS 1964,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001965,INTERNACOES 1965,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001966,OBSTETRICIA 1966,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001967,ODONTOLOGIA 1967,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001968,CONSULTAS 1968,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001969,EXAMES 1969,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001970,TERAPIAS 1970,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001971,CIRURGIAS 1971,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001972,INTERNACOES 1972,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001973,OBSTETRICIA 1973,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001974,ODONTOLOGIA 1974,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001975,CONSULTAS 1975,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001976,EXAMES 1976,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001977,TERAPIAS 1977,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001978,CIRURGIAS 1978,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001979,INTERNACOES 1979,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001980,OBSTETRICIA 1980,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001981,ODONTOLOGIA 1981,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001982,CONSULTAS 1982,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001983,EXAMES 1983,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001984,TERAPIAS 1984,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001985,CIRURGIAS 1985,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001986,INTERNACOES 1986,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001987,OBSTETRICIA 1987,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001988,ODONTOLOGIA 1988,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001989,CONSULTAS 1989,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001990,EXAMES 1990,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001991,TERAPIAS 1991,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001992,CIRURGIAS 1992,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001993,INTERNACOES 1993,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001994,OBSTETRICIA 1994,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001995,ODONTOLOGIA 1995,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001996,CONSULTAS 1996,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001997,EXAMES 1997,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001998,TERAPIAS 1998,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001999,CIRURGIAS 1999,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002000,INTERNACOES 2000,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002001,OBSTETRICIA 2001,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002002,ODONTOLOGIA 2002,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002003,CONSULTAS 2003,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002004,EXAMES 2004,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002005,TERAPIAS 2005,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002006,CIRURGIAS 2006,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002007,INTERNACOES 2007,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002008,OBSTETRICIA 2008,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002009,ODONTOLOGIA 2009,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002010,CONSULTAS 2010,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002011,EXAMES 2011,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002012,TERAPIAS 2012,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002013,CIRURGIAS 2013,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
002014,INTERNACOES 2014,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002015,OBSTETRICIA 2015,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002016,ODONTOLOGIA 2016,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002017,CONSULTAS 2017,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002018,EXAMES 2018,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002019,TERAPIAS 2019,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002020,CIRURGIAS 2020,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002021,INTERNACOES 2021,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002022,OBSTETRICIA 2022,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002023,ODONTOLOGIA 2023,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002024,CONSULTAS 2024,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002025,EXAMES 2025,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002026,TERAPIAS 2026,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002027,CIRURGIAS 2027,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002028,INTERNACOES 2028,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002029,OBSTETRICIA 2029,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002030,ODONTOLOGIA 2030,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002031,CONSULTAS 2031,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002032,EXAMES 2032,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002033,TERAPIAS 2033,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002034,CIRURGIAS 2034,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002035,INTERNACOES 2035,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002036,OBSTETRICIA 2036,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002037,ODONTOLOGIA 2037,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002038,CONSULTAS 2038,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002039,EXAMES 2039,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002040,TERAPIAS 2040,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002041,CIRURGIAS 2041,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002042,INTERNACOES 2042,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002043,OBSTETRICIA 2043,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002044,ODONTOLOGIA 2044,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002045,CONSULTAS 2045,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002046,EXAMES 2046,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002047,TERAPIAS 2047,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002048,CIRURGIAS 2048,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002049,INTERNACOES 2049,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002050,OBSTETRICIA 2050,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002051,ODONTOLOGIA 2051,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002052,CONSULTAS 2052,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002053,EXAMES 2053,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002054,TERAPIAS 2054,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002055,CIRURGIAS 2055,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002056,INTERNACOES 2056,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002057,OBSTETRICIA 2057,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002058,ODONTOLOGIA 2058,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002059,CONSULTAS 2059,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
002060,EXAMES 2060,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
002061,TERAPIAS 2061,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
002062,CIRURGIAS 2062,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002063,INTERNACOES 2063,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002064,OBSTETRICIA 2064,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002065,ODONTOLOGIA 2065,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002066,CONSULTAS 2066,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002067,EXAMES 2067,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002068,TERAPIAS 2068,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002069,CIRURGIAS 2069,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002070,INTERNACOES 2070,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002071,OBSTETRICIA 2071,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002072,ODONTOLOGIA 2072,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002073,CONSULTAS 2073,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002074,EXAMES 2074,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002075,TERAPIAS 2075,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002076,CIRURGIAS 2076,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
002077,INTERNACOES 2077,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002078,OBSTETRICIA 2078,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002079,ODONTOLOGIA 2079,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002080,CONSULTAS 2080,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002081,EXAMES 2081,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002082,TERAPIAS 2082,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002083,CIRURGIAS 2083,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002084,INTERNACOES 2084,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002085,OBSTETRICIA 2085,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002086,ODONTOLOGIA 2086,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002087,CONSULTAS 2087,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002088,EXAMES 2088,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002089,TERAPIAS 2089,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002090,CIRURGIAS 2090,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002091,INTERNACOES 2091,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002092,OBSTETRICIA 2092,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002093,ODONTOLOGIA 2093,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002094,CONSULTAS 2094,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002095,EXAMES 2095,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002096,TERAPIAS 2096,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002097,CIRURGIAS 2097,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002098,INTERNACOES 2098,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002099,OBSTETRICIA 2099,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002100,ODONTOLOGIA 2100,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002101,CONSULTAS 2101,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002102,EXAMES 2102,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002103,TERAPIAS 2103,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002104,CIRURGIAS 2104,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002105,INTERNACOES 2105,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002106,OBSTETRICIA 2106,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002107,ODONTOLOGIA 2107,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002108,CONSULTAS 2108,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002109,EXAMES 2109,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002110,TERAPIAS 2110,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002111,CIRURGIAS 2111,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002112,INTERNACOES 2112,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002113,OBSTETRICIA 2113,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002114,ODONTOLOGIA 2114,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002115,CONSULTAS 2115,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002116,EXAMES 2116,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002117,TERAPIAS 2117,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002118,CIRURGIAS 2118,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002119,INTERNACOES 2119,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002120,OBSTETRICIA 2120,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002121,ODONTOLOGIA 2121,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002122,CONSULTAS 2122,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
002123,EXAMES 2123,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
002124,TERAPIAS 2124,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
002125,CIRURGIAS 2125,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002126,INTERNACOES 2126,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002127,OBSTETRICIA 2127,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002128,ODONTOLOGIA 2128,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002129,CONSULTAS 2129,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002130,EXAMES 2130,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002131,TERAPIAS 2131,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002132,CIRURGIAS 2132,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002133,INTERNACOES 2133,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002134,OBSTETRICIA 2134,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002135,ODONTOLOGIA 2135,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002136,CONSULTAS 2136,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002137,EXAMES 2137,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002138,TERAPIAS 2138,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002139,CIRURGIAS 2139,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
002140,INTERNACOES 2140,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002141,OBSTETRICIA 2141,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002142,ODONTOLOGIA 2142,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002143,CONSULTAS 2143,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002144,EXAMES 2144,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002145,TERAPIAS 2145,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002146,CIRURGIAS 2146,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002147,INTERNACOES 2147,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002148,OBSTETRICIA 2148,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002149,ODONTOLOGIA 2149,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002150,CONSULTAS 2150,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002151,EXAMES 2151,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002152,TERAPIAS 2152,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002153,CIRURGIAS 2153,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002154,INTERNACOES 2154,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002155,OBSTETRICIA 2155,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002156,ODONTOLOGIA 2156,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002157,CONSULTAS 2157,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002158,EXAMES 2158,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002159,TERAPIAS 2159,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002160,CIRURGIAS 2160,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002161,INTERNACOES 2161,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002162,OBSTETRICIA 2162,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002163,ODONTOLOGIA 2163,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002164,CONSULTAS 2164,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002165,EXAMES 2165,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002166,TERAPIAS 2166,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002167,CIRURGIAS 2167,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002168,INTERNACOES 2168,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002169,OBSTETRICIA 2169,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002170,ODONTOLOGIA 2170,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002171,CONSULTAS 2171,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002172,EXAMES 2172,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002173,TERAPIAS 2173,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002174,CIRURGIAS 2174,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002175,INTERNACOES 2175,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002176,OBSTETRICIA 2176,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002177,ODONTOLOGIA 2177,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002178,CONSULTAS 2178,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002179,EXAMES 2179,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002180,TERAPIAS 2180,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002181,CIRURGIAS 2181,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002182,INTERNACOES 2182,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002183,OBSTETRICIA 2183,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002184,ODONTOLOGIA 2184,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002185,CONSULTAS 2185,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
002186,EXAMES 2186,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
002187,TERAPIAS 2187,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
002188,CIRURGIAS 2188,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
002189,INTERNACOES 2189,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
002190,OBSTETRICIA 2190,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
002191,ODONTOLOGIA 2191,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
002192,CONSULTAS 2192,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
002193,EXAMES 2193,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
002194,TERAPIAS 2194,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
002195,CIRURGIAS 2195,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
002196,INTERNACOES 2196,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
002197,OBSTETRICIA 2197,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
002198,ODONTOLOGIA 2198,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
002199,CONSULTAS 2199,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
002200,EXAMES 2200,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
002201,TERAPIAS 2201,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
002202,CIRURGIAS 2202,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
002203,INTERNACOES 2203,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002204,OBSTETRICIA 2204,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002205,ODONTOLOGIA 2205,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002206,CONSULTAS 2206,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002207,EXAMES 2207,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002208,TERAPIAS 2208,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002209,CIRURGIAS 2209,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002210,INTERNACOES 2210,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002211,OBSTETRICIA 2211,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002212,ODONTOLOGIA 2212,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002213,CONSULTAS 2213,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002214,EXAMES 2214,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002215,TERAPIAS 2215,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002216,CIRURGIAS 2216,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002217,INTERNACOES 2217,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002218,OBSTETRICIA 2218,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002219,ODONTOLOGIA 2219,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002220,CONSULTAS 2220,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002221,EXAMES 2221,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002222,TERAPIAS 2222,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002223,CIRURGIAS 2223,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002224,INTERNACOES 2224,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002225,OBSTETRICIA 2225,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002226,ODONTOLOGIA 2226,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002227,CONSULTAS 2227,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002228,EXAMES 2228,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002229,TERAPIAS 2229,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002230,CIRURGIAS 2230,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002231,INTERNACOES 2231,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002232,OBSTETRICIA 2232,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002233,ODONTOLOGIA 2233,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002234,CONSULTAS 2234,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002235,EXAMES 2235,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002236,TERAPIAS 2236,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002237,CIRURGIAS 2237,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002238,INTERNACOES 2238,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002239,OBSTETRICIA 2239,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002240,ODONTOLOGIA 2240,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002241,CONSULTAS 2241,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002242,EXAMES 2242,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002243,TERAPIAS 2243,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
002244,CIRURGIAS 2244,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
002245,INTERNACOES 2245,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
002246,OBSTETRICIA 2246,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
002247,ODONTOLOGIA 2247,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
002248,CONSULTAS 2248,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
